CODGEO,NOM_COMMUNE,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES
62062,Avesnes,18281.0,20.4,24.2
62063,Avesnes-le-Comte,21465.0,25.0,25.3
62064,Avesnes-lès-Bapaume,20009.0,27.0,28.2
62065,Avion,16750.0,28.0,29.1
62066,Avondance,16401.0,28.3,29.5
62067,Avroult,21339.0,22.6,19.6
62068,Ayette,17940.0,26.3,23.8
62069,Azincourt,22723.0,19.8,18.1
62070,Bailleul-aux-Cornailles,19694.0,23.1,21.4
62071,Bailleul-lès-Pernes,20688.0,23.1,25.8
62072,Bailleulmont,15306.0,30.9,31.6
62073,Bailleul-Sir-Berthoult,14567.0,31.6,26.5
62074,Bailleulval,19669.0,22.2,22.1
62075,Baincthun,16019.0,28.0,28.1
62076,Bainghen,19874.0,25.2,22.9
62077,Bajus,19474.0,24.0,23.1
62078,Balinghem,15923.0,25.2,27.7
62079,Bancourt,17252.0,26.7,30.3
62080,Bapaume,23203.0,20.0,19.6
62081,Baralle,22128.0,19.7,18.1
62082,Barastre,21224.0,21.6,23.1
62083,Barlin,21462.0,21.4,20.7
62084,Barly,13541.0,32.9,37.5
62085,Basseux,20046.0,24.2,26.4
62086,Bavincourt,15336.0,28.4,29.4
62087,Bayenghem-lès-Éperlecques,19374.0,24.0,19.8
62088,Bayenghem-lès-Seninghem,16849.0,28.1,29.3
62089,Bazinghen,20446.0,20.4,18.3
62090,Béalencourt,20983.0,22.6,23.7
62091,Beaudricourt,18290.0,22.0,20.1
62092,Beaufort-Blavincourt,15793.0,32.9,29.5
62093,Beaulencourt,18484.0,23.4,27.2
62094,Beaumerie-Saint-Martin,12381.0,33.1,39.0
62095,Beaumetz-lès-Aire,16255.0,27.6,24.4
62096,Beaumetz-lès-Cambrai,20841.0,23.0,22.7
62097,Beaumetz-lès-Loges,22448.0,16.7,15.3
62099,Beaurains,19146.0,20.7,21.2
62100,Beaurainville,13933.0,32.9,36.5
62101,Beauvois,21110.0,23.5,20.5
62102,Bécourt,17978.0,25.6,21.1
62103,Béhagnies,11892.0,34.1,38.4
62104,Bellebrune,17927.0,26.7,25.5
62105,Belle-et-Houllefort,20167.0,24.7,20.5
62106,Bellonne,18527.0,23.3,21.2
62107,Bénifontaine,17254.0,29.2,33.8
62108,Berck,22051.0,21.2,20.5
62109,Bergueneuse,14280.0,34.4,30.3
62111,Berlencourt-le-Cauroy,20007.0,26.1,27.3
62112,Berles-au-Bois,13956.0,33.6,27.4
62113,Berles-Monchel,18059.0,28.3,23.5
62114,Bermicourt,18472.0,24.7,23.0
62115,Berneville,17997.0,24.4,20.6
62116,Bernieulles,21453.0,20.3,20.3
62117,Bertincourt,22724.0,19.0,16.6
62118,Béthonsart,18576.0,27.4,25.0
62119,Béthune,20161.0,24.1,22.5
62120,Beugin,16252.0,29.1,30.6
62121,Beugnâtre,16050.0,29.3,29.9
62122,Beugny,19323.0,24.7,26.1
62123,Beussent,21399.0,24.1,21.9
62124,Beutin,20798.0,24.6,21.3
62125,Beuvrequen,16728.0,26.4,30.1
62126,Beuvry,20519.0,25.4,26.8
62127,Bezinghem,19605.0,23.7,27.6
62128,Biache-Saint-Vaast,21553.0,23.6,20.7
62129,Biefvillers-lès-Bapaume,20164.0,18.9,18.4
62130,Bienvillers-au-Bois,18954.0,24.3,23.7
62131,Bihucourt,20848.0,22.5,18.9
62132,Billy-Berclau,21399.0,23.4,23.7
62133,Billy-Montigny,19037.0,24.1,27.6
62134,Bimont,16929.0,25.3,23.0
62135,Blairville,16437.0,28.5,32.6
62137,Blangerval-Blangermont,16270.0,27.5,29.8
62138,Blangy-sur-Ternoise,16265.0,30.0,30.7
62139,Blendecques,17349.0,28.2,25.8
62140,Bléquin,21649.0,20.7,23.3
62141,Blessy,12817.0,32.5,29.8
62142,Blingel,16346.0,28.2,29.4
62143,Boffles,20414.0,26.2,23.0
62144,Boiry-Becquerelle,14484.0,33.8,38.1
62145,Boiry-Notre-Dame,11700.0,30.0,24.9
62146,Boiry-Saint-Martin,20164.0,20.8,19.6
62147,Boiry-Sainte-Rictrude,17668.0,24.6,28.3
62148,Bois-Bernard,20646.0,25.1,27.8
62149,Boisdinghem,12945.0,35.3,31.0
62150,Boisjean,18899.0,24.3,24.8
62151,Boisleux-au-Mont,16417.0,26.8,30.9
62152,Boisleux-Saint-Marc,16522.0,27.3,31.2
62153,Bomy,19412.0,24.6,22.9
62154,Bonnières,21376.0,22.6,26.4
62155,Bonningues-lès-Ardres,19049.0,23.0,23.1
62156,Bonningues-lès-Calais,16787.0,30.3,31.5
62157,Boubers-lès-Hesmond,21496.0,26.0,28.8
62158,Boubers-sur-Canche,20867.0,23.6,25.4
62160,Boulogne-sur-Mer,20485.0,25.0,23.8
62161,Bouquehault,19257.0,24.6,27.1
62162,Bourecq,18700.0,25.0,29.6
62163,Bouret-sur-Canche,18869.0,27.4,24.2
62164,Bourlon,15506.0,29.1,25.5
62165,Bournonville,14693.0,27.9,23.6
62166,Bours,18425.0,29.1,26.8
62167,Boursin,19791.0,25.9,21.3
62168,Bourthes,22161.0,21.1,19.0
62169,Bouvelinghem,20777.0,25.7,21.9
62170,Bouvigny-Boyeffles,19580.0,28.8,26.9
62171,Boyaval,16032.0,29.5,24.3
62172,Boyelles,17556.0,26.7,24.7
62173,Brebières,22847.0,21.5,24.3
62174,Brêmes,18959.0,24.4,26.1
62175,Brévillers,15889.0,30.1,33.6
62176,Bréxent-Énocq,18760.0,21.1,24.6
62177,Brimeux,16255.0,27.3,30.5
62178,Bruay-la-Buissière,18686.0,28.0,33.6
62179,Brunembert,17005.0,28.1,32.0
62180,Brias,18213.0,26.4,24.6
62181,Bucquoy,17585.0,25.1,24.1
62182,Buire-au-Bois,21365.0,22.2,25.6
62183,Buire-le-Sec,20642.0,24.5,22.5
62184,Buissy,14860.0,30.5,31.8
62185,Bullecourt,17510.0,28.4,33.2
62186,Bully-les-Mines,20333.0,21.8,19.1
62187,Buneville,15916.0,26.6,28.8
62188,Burbure,23162.0,23.8,21.7
62189,Bus,12466.0,36.2,40.6
62190,Busnes,17752.0,28.4,34.0
62191,Caffiers,19378.0,23.0,24.6
62192,Cagnicourt,18583.0,22.4,20.5
62193,Calais,21462.0,22.8,22.5
62194,Calonne-Ricouart,19640.0,23.3,19.7
62195,Calonne-sur-la-Lys,20382.0,23.2,25.5
62196,La Calotterie,21193.0,19.3,18.7
62197,Camblain-Châtelain,15764.0,28.8,33.1
62198,Cambligneul,17382.0,26.9,27.0
62199,Camblain-l'Abbé,22095.0,21.2,19.4
62200,Cambrin,16312.0,30.1,35.3
62201,Camiers,19848.0,23.7,28.2
62202,Campagne-lès-Boulonnais,17043.0,23.8,28.3
62203,Campagne-lès-Guines,14321.0,31.2,36.1
62204,Campagne-lès-Hesdin,22386.0,21.0,19.1
62205,Campagne-lès-Wardrecques,16410.0,28.8,27.3
62206,Campigneulles-les-Grandes,14211.0,33.4,37.4
62207,Campigneulles-les-Petites,16173.0,25.9,25.9
62208,Canettemont,25638.0,15.3,14.8
62209,Canlers,19284.0,23.7,19.6
62211,Capelle-Fermont,19068.0,24.8,26.9
62212,Capelle-lès-Hesdin,23112.0,20.5,24.0
62213,Carency,21456.0,23.5,25.8
62214,Carly,17455.0,26.1,27.7
62215,Carvin,17736.0,30.8,32.6
62216,La Cauchie,12713.0,31.3,25.2
62217,Cauchy-à-la-Tour,22014.0,20.3,18.8
62218,Caucourt,18722.0,23.6,24.3
62219,Caumont,21174.0,18.9,17.7
62220,Cavron-Saint-Martin,16389.0,31.7,36.8
62221,Chelers,11700.0,32.0,32.3
62222,Chériennes,13657.0,29.3,27.4
62223,Chérisy,22146.0,22.2,23.4
62224,Chocques,18864.0,26.7,28.0
62225,Clairmarais,18743.0,23.7,22.1
62227,Clenleu,15234.0,31.3,35.0
62228,Clerques,20462.0,22.2,20.7
62229,Cléty,19479.0,24.3,27.6
62230,Colembert,20199.0,19.3,18.9
62231,Colline-Beaumont,20012.0,27.5,27.1
62232,La Comté,18868.0,24.0,21.4
62233,Conchil-le-Temple,15418.0,28.6,30.6
62234,Conchy-sur-Canche,19053.0,26.5,27.8
62235,Condette,17143.0,30.0,35.5
62236,Contes,18950.0,25.6,25.5
62237,Conteville-lès-Boulogne,19414.0,23.8,25.9
62238,Conteville-en-Ternois,21251.0,20.3,19.1
62239,Coquelles,19461.0,24.4,20.1
62240,Corbehem,17447.0,28.2,24.2
62241,Cormont,19520.0,27.8,32.1
62242,Couin,16351.0,30.0,25.3
62243,Coullemont,18255.0,27.6,26.5
62244,Coulogne,19856.0,24.9,22.2
62245,Coulomby,19318.0,24.2,26.1
62246,Coupelle-Neuve,20371.0,24.7,26.7
62247,Coupelle-Vieille,12100.0,35.7,34.4
62248,Courcelles-le-Comte,18198.0,25.2,22.8
62249,Courcelles-lès-Lens,17950.0,27.6,25.4
62250,Courrières,19450.0,23.0,23.5
62251,Courset,15497.0,30.3,32.6
62252,La Couture,22239.0,22.7,22.7
62253,Couturelle,23979.0,20.5,16.9
62254,Coyecques,16240.0,26.6,27.0
62255,Crémarest,21612.0,24.3,20.6
62256,Crépy,15810.0,26.3,29.0
62257,Créquy,21419.0,24.9,25.2
62258,Croisette,21146.0,23.8,25.8
62259,Croisilles,17393.0,24.6,21.0
62260,Croix-en-Ternois,18458.0,26.5,24.1
62261,Cucq,19315.0,24.8,20.2
62262,Cuinchy,18792.0,25.1,25.5
62263,Dainville,18352.0,27.0,22.8
62264,Dannes,20149.0,24.1,20.0
62265,Delettes,18720.0,28.5,30.5
62266,Denier,17173.0,26.0,30.7
62267,Dennebrœucq,16859.0,25.9,24.1
62268,Desvres,16087.0,28.5,34.0
62269,Diéval,18504.0,25.8,25.5
62270,Divion,21719.0,20.9,17.6
62271,Dohem,14120.0,29.1,29.8
62272,Douchy-lès-Ayette,15383.0,28.3,24.2
62273,Doudeauville,18551.0,22.9,23.8
62274,Dourges,21079.0,20.7,23.0
62275,Douriez,19257.0,24.7,26.7
62276,Douvrin,18898.0,28.8,24.0
62277,Drocourt,17910.0,25.4,28.5
62278,Drouvin-le-Marais,15120.0,30.3,26.7
62279,Duisans,21483.0,24.1,24.0
62280,Dury,18183.0,27.4,26.7
62281,Echinghen,17813.0,29.5,29.1
62282,Éclimeux,23016.0,19.3,22.9
62283,Écoivres,12878.0,30.0,31.6
62284,Écourt-Saint-Quentin,11700.0,35.7,30.7
62285,Écoust-Saint-Mein,18036.0,24.8,19.9
62286,Ecquedecques,19352.0,28.7,28.7
62288,Ecques,21908.0,17.1,16.9
62289,Écuires,24512.0,17.7,18.9
62290,Écurie,17822.0,20.8,21.3
62291,Éleu-dit-Leauwette,26618.0,13.5,14.6
62292,Elnes,22185.0,19.1,16.2
62293,Embry,12465.0,34.8,38.9
62295,Enquin-lez-Guinegatte,12928.0,29.5,28.2
62296,Enquin-sur-Baillons,16152.0,30.9,35.3
62297,Éperlecques,21894.0,25.6,26.0
62298,Épinoy,19547.0,21.7,17.4
62299,Eps,20104.0,22.9,24.3
62300,Équihen-Plage,16322.0,30.4,33.5
62301,Équirre,17176.0,26.4,23.2
62302,Ergny,23578.0,21.2,20.5
62303,Érin,16370.0,32.4,26.0
62304,Erny-Saint-Julien,18611.0,24.8,21.6
62306,Ervillers,25271.0,20.2,18.5
62307,Escalles,22612.0,21.3,21.9
62308,Escœuilles,18284.0,26.3,28.4
62309,Esquerdes,14930.0,30.3,29.6
62310,Essars,22153.0,23.0,25.8
62311,Estevelles,18427.0,27.7,25.6
62312,Estrée,19668.0,21.6,24.2
62313,Estrée-Blanche,15417.0,29.8,26.3
62314,Estrée-Cauchy,14428.0,31.8,35.6
62315,Estréelles,20658.0,21.4,21.7
62316,Estrée-Wamin,19690.0,25.0,29.6
62317,Étaing,14605.0,32.6,33.8
62318,Étaples,22960.0,20.3,17.4
62319,Éterpigny,19271.0,18.3,17.9
62320,Étrun,17310.0,23.7,25.2
62321,Évin-Malmaison,18236.0,26.8,21.8
62322,Famechon,17337.0,27.7,27.2
62323,Fampoux,13875.0,33.8,27.7
62324,Farbus,18636.0,23.0,22.4
62325,Fauquembergues,21538.0,22.8,26.9
62326,Favreuil,17609.0,28.4,29.9
62327,Febvin-Palfart,14710.0,31.0,34.2
62328,Ferfay,17329.0,24.7,25.2
62329,Ferques,20903.0,19.9,21.0
62330,Festubert,19252.0,22.6,21.5
62331,Feuchy,25992.0,17.0,18.3
62332,Ficheux,19205.0,20.9,21.4
62333,Fiefs,20511.0,21.5,20.9
62334,Fiennes,19621.0,23.9,22.8
62335,Fillièvres,16059.0,28.3,25.8
62336,Fléchin,17122.0,27.4,28.6
62337,Flers,14977.0,30.4,26.8
62338,Fleurbaix,19204.0,27.5,25.6
62339,Fleury,16906.0,26.7,23.0
62340,Floringhem,21972.0,20.0,19.0
62341,Foncquevillers,14648.0,30.3,26.2
62342,Fontaine-lès-Boulans,20976.0,21.4,20.8
62343,Fontaine-lès-Croisilles,19786.0,25.3,21.9
62344,Fontaine-lès-Hermans,16540.0,28.4,22.8
62345,Fontaine-l'Étalon,14638.0,33.6,33.1
62346,Fortel-en-Artois,15522.0,27.9,32.2
62347,Fosseux,17052.0,26.2,22.0
62348,Foufflin-Ricametz,15133.0,31.4,29.6
62349,Fouquereuil,15041.0,31.8,37.8
62350,Fouquières-lès-Béthune,20394.0,23.0,19.9
62351,Fouquières-lès-Lens,17572.0,24.7,19.8
62352,Framecourt,16691.0,30.0,31.9
62353,Frémicourt,19927.0,25.0,22.8
62354,Frencq,20131.0,19.4,22.3
62355,Fresnes-lès-Montauban,12228.0,34.6,34.5
62356,Fresnicourt-le-Dolmen,20426.0,25.4,28.1
62357,Fresnoy,21452.0,22.8,23.2
62358,Fresnoy-en-Gohelle,12126.0,31.1,35.0
62359,Fressin,19914.0,26.3,28.0
62360,Fréthun,18561.0,23.2,23.3
62361,Frévent,18633.0,23.6,25.8
62362,Frévillers,15086.0,27.8,23.5
62363,Frévin-Capelle,20926.0,21.0,24.0
62364,Fruges,20213.0,24.0,19.3
62365,Galametz,20233.0,21.2,23.5
62366,Gauchin-Légal,12777.0,32.4,35.0
62367,Gauchin-Verloingt,15772.0,26.8,22.9
62368,Gaudiempré,14553.0,31.1,27.2
62369,Gavrelle,21001.0,23.3,26.2
62370,Gennes-Ivergny,13817.0,34.1,37.1
62371,Givenchy-en-Gohelle,17354.0,27.9,25.0
62372,Givenchy-le-Noble,18855.0,24.9,23.6
62373,Givenchy-lès-la-Bassée,26048.0,13.0,15.0
62374,Gomiécourt,23384.0,17.2,14.9
62375,Gommecourt,19647.0,21.9,24.6
62376,Gonnehem,17945.0,29.0,29.5
62377,Gosnay,20346.0,24.1,24.6
62378,Gouves,17859.0,22.2,18.9
62379,Gouy-en-Artois,19949.0,19.8,21.6
62380,Gouy-Servins,14105.0,29.6,33.5
62381,Gouy-en-Ternois,15701.0,28.3,23.6
62382,Gouy-Saint-André,16725.0,27.5,22.5
62383,Gouy-sous-Bellonne,21666.0,23.4,23.4
62384,Graincourt-lès-Havrincourt,18608.0,26.2,22.6
62385,Grand-Rullecourt,19807.0,25.2,21.6
62386,Grenay,18121.0,25.9,24.2
62387,Grévillers,11817.0,35.3,39.7
62388,Grigny,17866.0,26.9,25.4
62389,Grincourt-lès-Pas,18546.0,26.5,29.7
62390,Groffliers,18601.0,26.3,24.7
62391,Guarbecque,18086.0,25.8,28.8
62392,Guémappe,18113.0,27.7,26.4
62393,Guemps,19342.0,25.3,29.5
62395,Guigny,17383.0,26.3,26.3
62396,Guinecourt,17320.0,28.7,27.9
62397,Guînes,19175.0,28.6,29.5
62398,Guisy,19428.0,22.3,20.9
62399,Habarcq,15008.0,29.8,31.8
62400,Haillicourt,17474.0,28.4,23.2
62401,Haisnes,19222.0,24.5,22.0
62402,Halinghen,22620.0,18.7,20.7
62403,Hallines,21752.0,23.3,23.0
62404,Halloy,15187.0,26.7,22.7
62405,Hamblain-les-Prés,20828.0,23.7,26.9
62406,Hamelincourt,16209.0,26.0,26.2
62407,Ham-en-Artois,24103.0,17.5,16.7
62408,Hames-Boucres,14733.0,31.6,32.4
62409,Hannescamps,20190.0,22.5,25.1
62410,Haplincourt,14506.0,33.0,32.0
62411,Haravesnes,13889.0,37.3,34.5
62412,Hardinghen,24329.0,16.0,17.1
62413,Harnes,21657.0,22.0,19.5
62414,Haucourt,11959.0,35.2,36.8
62415,Haute-Avesnes,17435.0,29.8,32.7
62416,Hautecloque,16021.0,28.0,23.4
62418,Hauteville,18988.0,26.8,26.8
62419,Haut-Loquin,16431.0,30.1,24.8
62421,Havrincourt,16260.0,24.9,23.8
62422,Hébuterne,11700.0,33.2,30.9
62423,Helfaut,12284.0,36.5,39.7
62424,Hendecourt-lès-Cagnicourt,12617.0,31.2,25.5
62425,Hendecourt-lès-Ransart,17827.0,22.5,25.8
62426,Héninel,18588.0,22.6,21.7
62427,Hénin-Beaumont,20704.0,25.9,22.6
62428,Hénin-sur-Cojeul,18657.0,25.5,22.7
62429,Henneveux,18346.0,26.5,25.0
62430,Hénu,19760.0,20.2,17.6
62432,Herbinghen,20332.0,20.0,17.5
62433,Héricourt,13466.0,36.0,38.0
62434,La Herlière,19815.0,23.5,23.5
62435,Herlincourt,19478.0,27.3,30.3
62436,Herlin-le-Sec,14567.0,29.1,31.5
62437,Herly,22179.0,22.2,24.3
62438,Hermaville,21495.0,20.5,19.5
62439,Hermelinghen,16881.0,27.8,23.9
62440,Hermies,17000.0,27.6,27.6
62441,Hermin,14849.0,30.1,33.9
62442,Hernicourt,20571.0,26.2,29.7
62443,Hersin-Coupigny,18637.0,25.2,21.1
62444,Hervelinghen,11700.0,38.9,42.5
62445,Hesdigneul-lès-Béthune,20264.0,26.4,24.4
62446,Hesdigneul-lès-Boulogne,24131.0,17.1,14.6
62447,Hesdin-la-Forêt,15556.0,32.5,34.8
62448,Hesdin-l'Abbé,17599.0,27.4,24.1
62449,Hesmond,19002.0,19.9,17.2
62450,Hestrus,17258.0,27.1,32.1
62451,Heuchin,17532.0,28.6,23.1
62452,Heuringhem,15982.0,26.5,22.7
62453,Hézecques,15625.0,32.9,38.2
62454,Hinges,21772.0,21.9,19.0
62455,Hocquinghen,24921.0,16.8,18.4
62456,Houchin,23402.0,18.3,16.7
62457,Houdain,22014.0,19.9,20.8
62458,Houlle,16273.0,28.3,26.0
62459,Houvin-Houvigneul,18505.0,25.2,27.1
62460,Hubersent,18247.0,22.6,19.7
62462,Huclier,15017.0,30.0,27.1
62463,Hucqueliers,19734.0,25.4,28.4
62464,Hulluch,22291.0,15.9,18.2
62465,Humbercamps,22043.0,18.2,17.1
62466,Humbert,12866.0,34.6,37.0
62467,Humerœuille,16881.0,29.3,25.2
62468,Humières,14317.0,31.0,25.0
62469,Inchy-en-Artois,20949.0,22.3,24.9
62470,Incourt,18452.0,21.5,25.1
62471,Bellinghem,20788.0,24.4,20.7
62472,Inxent,19336.0,20.8,20.9
62473,Isbergues,17274.0,25.0,28.4
62474,Isques,20265.0,23.2,20.8
62475,Ivergny,18823.0,22.4,20.3
62476,Izel-lès-Équerchin,15483.0,33.6,30.5
62477,Izel-lès-Hameau,19223.0,25.8,23.5
62478,Journy,18781.0,23.9,28.6
62479,Labeuvrière,16176.0,29.5,28.6
62480,Labourse,20413.0,23.4,21.1
62481,Labroye,18518.0,25.0,29.9
62483,Lacres,22790.0,21.3,22.4
62484,Lagnicourt-Marcel,24253.0,18.0,19.7
62485,Laires,15998.0,27.1,27.8
62486,Lambres,24286.0,20.4,17.0
62487,Landrethun-le-Nord,17528.0,28.1,29.1
62488,Landrethun-lès-Ardres,21801.0,16.5,15.8
62489,Lapugnoy,19401.0,25.3,29.2
62490,Lattre-Saint-Quentin,21887.0,21.7,19.2
62491,Laventie,21117.0,20.9,19.6
62492,Lebiez,14025.0,28.7,28.5
62493,Lebucquière,20239.0,24.3,22.1
62494,Léchelle,21498.0,22.1,24.1
62495,Ledinghem,17205.0,28.8,30.6
62496,Lefaux,17806.0,26.3,30.6
62497,Leforest,22660.0,18.4,16.3
62498,Lens,21582.0,20.5,18.4
62499,Lépine,20316.0,18.8,20.3
62500,Lespesses,21280.0,21.7,24.7
62501,Lespinoy,16211.0,28.6,24.3
62502,Lestrem,22838.0,20.6,24.7
62503,Leubringhen,15918.0,32.2,35.6
62504,Leulinghem,16050.0,29.5,29.4
62505,Leulinghen-Bernes,15265.0,29.0,24.3
62506,Licques,17696.0,26.7,24.6
62507,Liencourt,19929.0,26.5,24.8
62508,Lières,17301.0,26.5,30.3
62509,Liettres,21198.0,20.6,17.1
62510,Liévin,21360.0,22.4,21.6
62511,Lignereuil,15035.0,33.0,27.0
62512,Ligny-lès-Aire,15838.0,29.0,24.3
62513,Ligny-sur-Canche,16434.0,27.3,32.7
62514,Ligny-Saint-Flochel,20576.0,24.3,28.3
62515,Ligny-Thilloy,19641.0,28.1,32.7
62516,Lillers,20975.0,24.1,25.7
62517,Linghem,21667.0,21.6,18.3
62518,Linzeux,16282.0,30.0,30.7
62519,Lisbourg,16799.0,24.1,26.4
62520,Locon,18925.0,23.6,21.4
62521,La Loge,17550.0,27.9,28.5
62522,Loison-sur-Créquoise,13561.0,32.8,27.3
62523,Loison-sous-Lens,18769.0,30.1,36.0
62524,Longfossé,20089.0,23.8,22.3
62525,Longuenesse,21657.0,24.3,26.6
62526,Longueville,18957.0,24.3,19.8
62527,Longvilliers,13178.0,33.2,27.4
62528,Loos-en-Gohelle,12928.0,32.0,35.3
62529,Lorgies,19343.0,20.7,24.2
62530,Lottinghen,15639.0,31.2,30.9
62531,Louches,16787.0,28.8,25.0
62532,Lozinghem,14530.0,30.8,27.2
62533,Lugy,13338.0,31.6,33.6
62534,Lumbres,18462.0,27.6,33.0
62535,La Madelaine-sous-Montreuil,16891.0,27.9,26.1
62536,Magnicourt-en-Comte,20640.0,23.3,22.9
62537,Magnicourt-sur-Canche,16595.0,24.5,25.4
62538,Maintenay,20035.0,24.2,23.1
62539,Maisnil,20227.0,21.5,21.2
62540,Maisnil-lès-Ruitz,17847.0,25.1,27.7
62541,Maisoncelle,15745.0,30.3,29.3
62542,Maizières,21646.0,20.4,16.7
62543,Mametz,13917.0,29.5,27.6
62544,Manin,18592.0,21.3,20.3
62545,Maninghem,19830.0,22.4,23.6
62546,Maninghen-Henne,19408.0,23.0,19.8
62547,Marant,21386.0,23.6,27.9
62548,Marck,19957.0,21.6,22.1
62550,Marconnelle,17694.0,26.7,23.2
62551,Marenla,16073.0,29.3,28.3
62552,Maresquel-Ecquemicourt,17047.0,25.1,28.1
62553,Marest,16327.0,26.1,26.0
62554,Maresville,15166.0,31.7,30.6
62555,Marles-les-Mines,21472.0,21.1,21.2
62556,Marles-sur-Canche,20424.0,21.4,25.3
62557,Marœuil,20592.0,23.8,28.5
62558,Marquay,18648.0,22.1,21.8
62559,Marquion,25789.0,15.5,13.7
62560,Marquise,19741.0,26.9,29.4
62561,Martinpuich,17895.0,25.6,24.0
62562,Matringhem,19021.0,26.1,23.5
62563,Mazingarbe,20404.0,18.4,19.5
62564,Mazinghem,15870.0,31.3,34.0
62565,Mencas,23464.0,17.4,19.8
62566,Menneville,22628.0,22.5,20.3
62567,Mentque-Nortbécourt,19183.0,27.1,32.0
62568,Mercatel,20251.0,21.3,21.0
62569,Merck-Saint-Liévin,16391.0,25.8,22.0
62570,Méricourt,20438.0,20.9,18.4
62571,Merlimont,20098.0,28.9,26.7
62572,Metz-en-Couture,16132.0,28.0,24.9
62573,Meurchin,19603.0,28.6,32.6
62574,Mingoval,20708.0,21.0,20.3
62576,Moncheaux-lès-Frévent,16362.0,28.1,29.0
62577,Monchel-sur-Canche,19016.0,30.4,33.6
62578,Monchiet,14898.0,30.5,25.4
62579,Monchy-au-Bois,19116.0,24.0,26.8
62580,Monchy-Breton,16219.0,26.6,24.5
62581,Monchy-Cayeux,21364.0,22.0,21.6
62582,Monchy-le-Preux,17931.0,28.0,31.1
62583,Mondicourt,21192.0,24.1,26.6
62584,Mont-Bernanchon,19534.0,23.5,23.0
62585,Montcavrel,14037.0,31.0,28.5
62586,Montenescourt,24444.0,18.7,20.2
62587,Montigny-en-Gohelle,24192.0,18.2,15.0
62588,Montreuil-sur-Mer,17106.0,25.3,26.5
62589,Mont-Saint-Éloi,24562.0,13.4,16.1
62590,Monts-en-Ternois,17633.0,26.0,24.3
62591,Morchies,19800.0,21.1,25.3
62592,Moringhem,15219.0,33.1,36.4
62593,Morval,15812.0,26.9,29.2
62594,Mory,16728.0,26.6,25.3
62595,Moulle,19316.0,22.1,21.9
62596,Mouriez,16400.0,29.5,29.6
62597,Moyenneville,19903.0,24.7,23.1
62598,Muncq-Nieurlet,17531.0,27.1,26.5
62599,Nabringhen,19852.0,23.4,26.5
62600,Nédon,16826.0,28.0,23.8
62601,Nédonchel,17200.0,21.5,18.5
62602,Nempont-Saint-Firmin,21484.0,23.9,21.9
62603,Nesles,15186.0,29.3,33.8
62604,Neufchâtel-Hardelot,22729.0,22.0,20.4
62605,Neulette,13128.0,32.8,38.7
62606,Neuve-Chapelle,11700.0,31.1,33.5
62607,Neuville-au-Cornet,15692.0,30.2,31.9
62608,Neuville-Bourjonval,20343.0,24.1,21.2
62609,Neuville-Saint-Vaast,19050.0,21.4,20.1
62610,Neuville-sous-Montreuil,16357.0,29.8,32.9
62611,Neuville-Vitasse,16247.0,28.4,30.1
62612,Neuvireuil,21491.0,20.0,20.6
62613,Nielles-lès-Bléquin,18555.0,21.5,23.3
62614,Nielles-lès-Ardres,17353.0,29.1,29.5
62615,Nielles-lès-Calais,15983.0,25.9,25.5
62616,Nœux-lès-Auxi,14844.0,30.4,35.3
62617,Nœux-les-Mines,22856.0,21.2,23.8
62618,Nordausques,15576.0,27.7,29.6
62619,Noreuil,12311.0,34.1,40.8
62620,Norrent-Fontes,17637.0,29.0,28.7
62621,Nortkerque,17776.0,25.5,22.5
62622,Nort-Leulinghem,19621.0,24.7,27.2
62623,Nouvelle-Église,15887.0,28.7,24.9
62624,Noyelles-Godault,18087.0,25.0,28.8
62625,Noyelles-lès-Humières,15452.0,25.8,29.6
62626,Noyelles-lès-Vermelles,21856.0,21.8,24.3
62627,Noyelles-sous-Bellonne,18140.0,26.4,30.2
62628,Noyelles-sous-Lens,16299.0,31.2,32.0
62629,Noyellette,19886.0,25.9,30.0
62630,Noyelle-Vion,18280.0,21.6,24.5
62631,Nuncq-Hautecôte,20703.0,21.8,20.4
62632,Oblinghem,21029.0,21.2,18.6
62633,Œuf-en-Ternois,16785.0,30.4,34.4
62634,Offekerque,14198.0,31.5,27.8
62635,Offin,22494.0,20.2,19.6
62636,Offrethun,16891.0,24.7,24.3
62637,Oignies,23218.0,21.0,23.1
62638,Oisy-le-Verger,20607.0,19.4,20.2
62639,Oppy,21992.0,24.2,24.2
62640,Orville,16564.0,30.6,24.7
62641,Ostreville,16998.0,29.2,27.3
62642,Ourton,18333.0,27.9,29.0
62643,Outreau,21738.0,20.1,18.4
62644,Ouve-Wirquin,16460.0,27.8,29.8
62645,Oye-Plage,15127.0,27.8,27.6
62646,Palluel,13418.0,34.6,36.6
62647,Le Parcq,18114.0,24.2,22.2
62648,Parenty,14870.0,29.2,29.9
62649,Pas-en-Artois,17754.0,27.7,32.6
62650,Pelves,17249.0,26.3,24.9
62651,Penin,14857.0,29.8,34.2
62652,Pernes,17297.0,31.8,25.5
62653,Pernes-lès-Boulogne,15954.0,29.1,34.4
62654,Peuplingues,21657.0,21.6,19.7
62655,Pierremont,17024.0,28.8,27.8
62656,Pihem,14330.0,31.8,34.1
62657,Pihen-lès-Guînes,21459.0,22.4,25.4
62658,Pittefaux,17400.0,32.3,30.9
62659,Planques,19122.0,26.1,27.2
